Crash Year,Crash Month,Crash Day,Time of Day,City or Township,Crash: Intersection,Crash: Hit-and-Run,Lighting Conditions,Highway Class,Highway Number,Speed Limit at Crash Site,Weather Conditions (2016+),Worst Injury in Crash,Traffic Control,Trafficway,Crash Type,Total
2019,November,15,7:00 AM - 8:00 AM,Wayne County: Westland,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,January,16,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,January,16,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,January,16,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,One-way trafficway,Single motor vehicle,1
2019,January,16,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Cloudy,Possible injury (C),Stop sign,"Divided highway, median strip, without traffic barrier",Other,1
2019,January,16,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Cloudy,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,February,16,7:00 PM - 8:00 PM,Wayne County: Van Buren Twp.,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,55,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,February,16,8:00 AM - 9:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,February,16,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,16,8:00 PM - 9:00 PM,Wayne County: Lincoln Park,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,March,16,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-53,35,Clear,Fatal injury (K),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,April,16,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Cloudy,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,April,16,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-5,Uncoded & errors,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,16,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,One-way trafficway,Single motor vehicle,1
2019,May,16,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,Uncoded & errors,Clear,Suspected serious injury (A),Stop sign,"Two-way, with continuous left-turn lane",Other,1
2019,June,16,1:00 AM - 2:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,16,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,September,16,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-102\US-102,40,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,16,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-3,35,Clear,Suspected serious injury (A),None,"Two-way, with continuous left-turn lane",Other,1
2019,October,16,5:00 PM - 6:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Unknown,1
2019,October,16,8:00 PM - 9:00 PM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,40,Rain,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,16,4:00 AM - 5:00 AM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-24\US-24\US-24BR,50,Rain,Fatal injury (K),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,16,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,November,16,9:00 PM - 10:00 PM,Wayne County: Dearborn Heights,Not intersection crash,Hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Sideswipe same direction,1
2019,December,16,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,January,17,6:00 PM - 7:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-10\US-10\US-10BR,35,Unknown,No injury (O),Signal,One-way trafficway,Other,1
2019,February,17,12:00 noon - 1:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Sleet/hail,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,17,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other,1
2019,April,17,6:00 PM - 7:00 PM,Wayne County: Inkster,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,April,17,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-3,25,Clear,No injury (O),Signal,"Divided highway, median strip, with traffic barrier",Other,1
2019,June,17,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,June,17,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,July,17,7:00 PM - 8:00 PM,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,One-way trafficway,Other,1
2019,July,17,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,July,17,12:00 midnight - 1:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-3,35,Clear,No injury (O),None,"Two-way, with continuous left-turn lane",Other,2
2019,July,17,11:00 AM - 12:00 noon,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),Stop sign,"Divided highway, median strip, without traffic barrier",Other,1
2019,August,17,11:00 AM - 12:00 noon,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,August,17,10:00 PM - 11:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,September,17,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,17,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Unknown,"County road, city street, or unknown",Local road or unknown,35,Unknown,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,September,17,8:00 AM - 9:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,"Two-way, with continuous left-turn lane",Other,1
2019,October,17,7:00 PM - 8:00 PM,Wayne County: Dearborn,Intersection crash,Hit-and-run,Unknown,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,October,17,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-10\US-10\US-10BR,30,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,17,2:00 PM - 3:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-5,45,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,17,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,December,17,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),Signal,"Two-way, with continuous left-turn lane",Other,1
2019,December,17,7:00 PM - 8:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),Signal,One-way trafficway,Other,1
2019,December,17,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,Michigan route,M-102\US-102,40,Clear,Possible injury (C),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,January,18,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,February,18,7:00 PM - 8:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,45,Cloudy,Fatal injury (K),None,Not physically divided (two-way trafficway),Other,1
2019,March,18,7:00 AM - 8:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,March,18,11:00 PM - 12:00 midnight,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,April,18,9:00 AM - 10:00 AM,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-85,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,18,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,18,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,May,18,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,May,18,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),Stop sign,One-way trafficway,Other,1
2019,July,18,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,August,18,9:00 PM - 10:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-5,35,Rain,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,August,18,8:00 PM - 9:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,25,Rain,Possible injury (C),Stop sign,One-way trafficway,Other,1
2019,August,18,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,Michigan route,M-10\US-10\US-10BR,30,Clear,Suspected minor injury (B),Signal,"Divided highway, median strip, with traffic barrier",Single motor vehicle,1
2019,September,18,8:00 PM - 9:00 PM,Wayne County: Gibraltar,Not intersection crash,Not hit-and-run,Dark unlighted,"County road, city street, or unknown",Local road or unknown,55,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,18,3:00 PM - 4:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,18,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Interstate route,M-94\I-94\I-94BL\I-94BR,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,18,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,September,18,2:00 AM - 3:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other,1
2019,October,18,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,Michigan route,M-3,35,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,18,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,October,18,12:00 midnight - 1:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),Signal,"Two-way, with continuous left-turn lane",Single motor vehicle,1
2019,November,18,8:00 PM - 9:00 PM,Wayne County: Hamtramck,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Other,1
2019,November,18,8:00 PM - 9:00 PM,Wayne County: Westland,Intersection crash,Not hit-and-run,Dark lighted,Michigan route,M-153,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,December,18,3:00 PM - 4:00 PM,Wayne County: Grosse Pointe Woods,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,18,3:00 PM - 4:00 PM,Wayne County: Taylor,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,18,2:00 PM - 3:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Possible injury (C),Signal,One-way trafficway,Single motor vehicle,1
2019,February,19,1:00 PM - 2:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Signal,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,February,19,5:00 PM - 6:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,19,5:00 PM - 6:00 PM,Wayne County: Allen Park,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,March,19,11:00 AM - 12:00 noon,Wayne County: Garden City,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,April,19,11:00 AM - 12:00 noon,Wayne County: Southgate,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,19,2:00 AM - 3:00 AM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Rain,No injury (O),None,Not physically divided (two-way trafficway),Other,1
2019,April,19,11:00 PM - 12:00 midnight,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Rain,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,May,19,4:00 PM - 5:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,19,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other,1
2019,June,19,7:00 AM - 8:00 AM,Wayne County: Village of Grosse Pointe Shores,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,June,19,3:00 PM - 4:00 PM,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,July,19,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-5,Uncoded & errors,Cloudy,Suspected serious injury (A),None,"Divided highway, median strip, with traffic barrier",Other,1
2019,July,19,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-53,35,Clear,Suspected minor injury (B),None,"Two-way, with continuous left-turn lane",Other,1
2019,August,19,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Possible injury (C),None,"Two-way, with continuous left-turn lane",Other,1
2019,September,19,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,19,1:00 AM - 2:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,19,7:00 AM - 8:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,November,19,7:00 AM - 8:00 AM,Wayne County: Grosse Pointe Park,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected minor injury (B),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,November,19,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),None,"Divided highway, median strip, without traffic barrier",Single motor vehicle,1
2019,January,20,2:00 AM - 3:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Blowing snow,No injury (O),Signal,"Divided highway, median strip, with traffic barrier",Other,1
2019,February,20,6:00 AM - 7:00 AM,Wayne County: Melvindale,Intersection crash,Not hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Angle,1
2019,April,20,2:00 AM - 3:00 AM,Wayne County: Wayne,Not intersection crash,Hit-and-run,Dark lighted,U.S. route,M-12\US-12\US-12BL\US-12BR,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,May,20,3:00 PM - 4:00 PM,Wayne County: River Rouge,Not intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,20,3:00 PM - 4:00 PM,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Other,1
2019,May,20,2:00 PM - 3:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Cloudy,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,May,20,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Cloudy,Possible injury (C),Signal,Not physically divided (two-way trafficway),Other,1
2019,June,20,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Rain,Suspected minor injury (B),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,July,20,3:00 PM - 4:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),Stop sign,Not physically divided (two-way trafficway),Other,1
2019,August,20,10:00 PM - 11:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,45,Cloudy,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,September,20,10:00 AM - 11:00 AM,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Possible injury (C),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,20,12:00 noon - 1:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),Stop sign,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,20,4:00 PM - 5:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,Suspected serious injury (A),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,October,20,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected minor injury (B),Signal,Not physically divided (two-way trafficway),Other,1
2019,October,20,8:00 PM - 9:00 PM,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,25,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,November,20,7:00 AM - 8:00 AM,Wayne County: Woodhaven,Intersection crash,Hit-and-run,Dawn,"County road, city street, or unknown",Local road or unknown,45,Cloudy,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,November,20,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,Michigan route,M-5,30,Clear,No injury (O),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,December,20,9:00 AM - 10:00 AM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Other,1
2019,December,20,5:00 PM - 6:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Suspected serious injury (A),Signal,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,February,21,11:00 AM - 12:00 noon,Wayne County: Taylor,Intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,Uncoded & errors,Clear,Suspected minor injury (B),None,Not physically divided (two-way trafficway),Other,1
2019,February,21,6:00 PM - 7:00 PM,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,35,Clear,No injury (O),Signal,Not physically divided (two-way trafficway),Other,1
2019,March,21,5:00 PM - 6:00 PM,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Daylight,Michigan route,M-1,30,Cloudy,Possible injury (C),Signal,One-way trafficway,Single motor vehicle,1
2019,March,21,10:00 AM - 11:00 AM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,35,Clear,Possible injury (C),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,21,9:00 PM - 10:00 PM,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,"County road, city street, or unknown",Local road or unknown,30,Clear,Fatal injury (K),None,Not physically divided (two-way trafficway),Single motor vehicle,1
2019,April,21,7:00 PM - 8:00 PM,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,"County road, city street, or unknown",Local road or unknown,25,Clear,No injury (O),None,Not physically divided (two-way trafficway),Other,1
