,year,month,day,timeofday,dayofweek,city,intersection,hit_and_run,lighting,weather,speed_limit,worst_injury,party_type,age,gender
2604,2015,March,15,11:00 PM - 12:00 midnight,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,30,Possible injury (C),Motor vehicle driver,25,Female
2605,2015,April,15,9:00 AM - 10:00 AM,Wednesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,,Possible injury (C),Motor vehicle driver,21,Male
2606,2015,May,15,4:00 PM - 5:00 PM,Friday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,39,Female
2607,2015,May,15,10:00 PM - 11:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,36,Male
2608,2015,May,15,11:00 AM - 12:00 noon,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,40,Possible injury (C),Motor vehicle driver,,
2609,2015,June,15,12:00 midnight - 1:00 AM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,,Male
2610,2015,July,15,11:00 AM - 12:00 noon,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
2611,2015,August,15,8:00 AM - 9:00 AM,Saturday,Wayne County: Grosse Pointe Woods,Not intersection crash,Hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,Male
2612,2015,August,15,5:00 PM - 6:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,44,Female
2613,2015,August,15,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,,35,Fatal injury (K),Motor vehicle driver,24,Female
2614,2015,August,15,10:00 PM - 11:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,,25,Suspected serious injury (A),Motor vehicle driver,,
2615,2015,September,15,4:00 PM - 5:00 PM,Tuesday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,
2616,2015,September,15,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,,
2617,2015,October,15,8:00 AM - 9:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,,
2618,2015,October,15,9:00 AM - 10:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
2619,2015,October,15,12:00 midnight - 1:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,,
2620,2015,November,15,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,,25,Possible injury (C),Motor vehicle driver,,
2621,2015,November,15,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2622,2015,December,15,9:00 AM - 10:00 AM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,,
2623,2015,January,16,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,,35,Possible injury (C),Motor vehicle driver,57,Male
2624,2015,January,16,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dusk,,35,Possible injury (C),Motor vehicle driver,65,Male
2625,2015,February,16,3:00 PM - 4:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,46,Female
2626,2015,March,16,2:00 AM - 3:00 AM,Monday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,26,Male
2627,2015,March,16,2:00 AM - 3:00 AM,Monday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,,
2628,2015,April,16,7:00 AM - 8:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,
2629,2015,April,16,6:00 AM - 7:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dawn,,25,No injury (O),Motor vehicle driver,,
2630,2015,May,16,10:00 PM - 11:00 PM,Saturday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,,50,No injury (O),Motor vehicle driver,30,Male
2631,2015,May,16,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,54,Male
2632,2015,May,16,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,,
2633,2015,May,16,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,,No injury (O),Motor vehicle driver,82,Female
2634,2015,June,16,2:00 AM - 3:00 AM,Tuesday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Dark lighted,,20,Suspected serious injury (A),Motor vehicle driver,23,Male
2635,2015,June,16,9:00 PM - 10:00 PM,Tuesday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,88,Male
2636,2015,July,16,5:00 AM - 6:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,55,Fatal injury (K),Motor vehicle driver,34,Female
2637,2015,July,16,8:00 PM - 9:00 PM,Thursday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,,
2638,2015,August,16,7:00 PM - 8:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,Suspected serious injury (A),Motor vehicle driver,57,Female
2639,2015,August,16,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,,Possible injury (C),Motor vehicle driver,,
2640,2015,August,16,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,55,Fatal injury (K),Motor vehicle driver,37,Female
2641,2015,August,16,2:00 AM - 3:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,55,Fatal injury (K),Motor vehicle driver,,
2642,2015,September,16,5:00 PM - 6:00 PM,Wednesday,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,60,Female
2643,2015,December,16,11:00 AM - 12:00 noon,Wednesday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
2644,2015,December,16,2:00 PM - 3:00 PM,Wednesday,Wayne County: Dearborn Heights,Not intersection crash,Not hit-and-run,Daylight,,40,Suspected minor injury (B),Motor vehicle driver,56,Male
2645,2015,December,16,8:00 AM - 9:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dawn,,35,No injury (O),Motor vehicle driver,,
2646,2015,December,16,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
2647,2015,January,17,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,No injury (O),Motor vehicle driver,,
2648,2015,January,17,1:00 PM - 2:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,,Female
2649,2015,January,17,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
2650,2015,January,17,9:00 AM - 10:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,,
2651,2015,March,17,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,35,Suspected serious injury (A),Motor vehicle driver,27,Male
2652,2015,April,17,3:00 PM - 4:00 PM,Friday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,,35,Suspected serious injury (A),Motor vehicle driver,43,Female
2653,2015,April,17,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,35,Fatal injury (K),Motor vehicle driver,56,Male
2654,2015,April,17,4:00 PM - 5:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,58,Male
2655,2015,April,17,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,,
2656,2015,May,17,11:00 AM - 12:00 noon,Sunday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,,45,Suspected serious injury (A),Motor vehicle driver,59,Female
2657,2015,May,17,4:00 PM - 5:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,15,Possible injury (C),Motor vehicle driver,,Male
2658,2015,May,17,7:00 AM - 8:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,,
2659,2015,May,17,11:00 PM - 12:00 midnight,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Suspected minor injury (B),Motor vehicle driver,,
2660,2015,July,17,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,34,Female
2661,2015,July,17,11:00 PM - 12:00 midnight,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark unlighted,,35,Fatal injury (K),Motor vehicle driver,,
2662,2015,August,17,1:00 PM - 2:00 PM,Monday,Wayne County: Grosse Pointe Park,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,66,Female
2663,2015,August,17,7:00 PM - 8:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,45,Male
2664,2015,August,17,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,25,Fatal injury (K),Motor vehicle driver,28,Male
2665,2015,August,17,11:00 PM - 12:00 midnight,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,25,Fatal injury (K),Motor vehicle driver,,
2666,2015,September,17,5:00 PM - 6:00 PM,Thursday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,,45,Suspected minor injury (B),Motor vehicle driver,71,Female
2667,2015,September,17,6:00 PM - 7:00 PM,Thursday,Wayne County: Lincoln Park,Intersection crash,Hit-and-run,Daylight,,40,Possible injury (C),Motor vehicle driver,34,Male
2668,2015,October,17,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,35,Fatal injury (K),Motor vehicle driver,25,Male
2669,2015,October,17,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,35,Fatal injury (K),Motor vehicle driver,40,Female
2670,2015,November,17,5:00 PM - 6:00 PM,Tuesday,Wayne County: Redford Twp.,Intersection crash,Not hit-and-run,Dark lighted,,45,Fatal injury (K),Motor vehicle driver,27,Female
2671,2015,November,17,8:00 PM - 9:00 PM,Tuesday,Wayne County: Lincoln Park,Not intersection crash,Not hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,19,Male
2672,2015,November,17,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,No injury (O),Motor vehicle driver,50,Male
2673,2015,November,17,5:00 PM - 6:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,35,Suspected serious injury (A),Motor vehicle driver,45,Male
2674,2015,December,17,7:00 PM - 8:00 PM,Thursday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,31,Male
2675,2015,December,17,7:00 PM - 8:00 PM,Thursday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,79,Male
2676,2015,December,17,10:00 PM - 11:00 PM,Thursday,Wayne County: Lincoln Park,Not intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2677,2015,January,18,6:00 AM - 7:00 AM,Sunday,Wayne County: Redford Twp.,Not intersection crash,Hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,,
2678,2015,January,18,11:00 AM - 12:00 noon,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,85,Male
2679,2015,January,18,11:00 AM - 12:00 noon,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,Female
2680,2015,January,18,9:00 PM - 10:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark unlighted,,30,Possible injury (C),Motor vehicle driver,,
2681,2015,February,18,4:00 PM - 5:00 PM,Wednesday,Wayne County: Dearborn,Not intersection crash,Hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,69,Female
2682,2015,February,18,6:00 PM - 7:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
2683,2015,February,18,2:00 PM - 3:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Female
2684,2015,March,18,10:00 AM - 11:00 AM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,41,Male
2685,2015,April,18,4:00 PM - 5:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,54,Male
2686,2015,May,18,2:00 AM - 3:00 AM,Monday,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Dark lighted,,70,Suspected serious injury (A),Motor vehicle driver,57,Male
2687,2015,May,18,2:00 AM - 3:00 AM,Monday,Wayne County: Allen Park,Not intersection crash,Not hit-and-run,Dark lighted,,70,Suspected serious injury (A),Motor vehicle driver,,
2688,2015,June,18,9:00 AM - 10:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,,
2689,2015,August,18,8:00 PM - 9:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dusk,,35,Suspected minor injury (B),Motor vehicle driver,,
2690,2015,September,18,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,61,Female
2691,2015,October,18,8:00 PM - 9:00 PM,Sunday,Wayne County: Westland,Not intersection crash,Not hit-and-run,Dark lighted,,40,Suspected serious injury (A),Motor vehicle driver,55,Male
2692,2015,November,18,6:00 PM - 7:00 PM,Wednesday,Wayne County: Wyandotte,Not intersection crash,Hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,,
2693,2015,November,18,6:00 AM - 7:00 AM,Wednesday,Wayne County: Dearborn,Intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,50,Female
2694,2015,December,18,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
2695,2015,January,19,6:00 AM - 7:00 AM,Monday,Wayne County: Livonia,Intersection crash,Not hit-and-run,Dark unlighted,,40,Suspected minor injury (B),Motor vehicle driver,61,Female
2696,2015,February,19,9:00 AM - 10:00 AM,Thursday,Wayne County: Romulus,Not intersection crash,Not hit-and-run,Daylight,,50,No injury (O),Motor vehicle driver,42,Female
2697,2015,February,19,10:00 AM - 11:00 AM,Thursday,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,,40,Suspected minor injury (B),Motor vehicle driver,74,Male
2698,2015,April,19,12:00 midnight - 1:00 AM,Sunday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark unlighted,,35,No injury (O),Motor vehicle driver,63,Male
2699,2015,May,19,11:00 AM - 12:00 noon,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
2700,2015,May,19,6:00 PM - 7:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,,
2701,2015,May,19,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,30,Male
2702,2015,May,19,10:00 AM - 11:00 AM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,48,Female
2703,2015,June,19,12:00 noon - 1:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,15,Possible injury (C),Motor vehicle driver,93,Male
2704,2015,June,19,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dusk,,25,Suspected minor injury (B),Motor vehicle driver,37,Male
2705,2015,June,19,2:00 PM - 3:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,
2706,2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Redford Twp.,Not intersection crash,Not hit-and-run,Dark lighted,,35,Fatal injury (K),Motor vehicle driver,61,Female
2707,2015,September,19,1:00 AM - 2:00 AM,Saturday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,,35,Suspected serious injury (A),Motor vehicle driver,43,Female
2708,2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,54,Male
2709,2015,September,19,9:00 PM - 10:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2710,2015,September,19,3:00 AM - 4:00 AM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Other / unknown,,35,No injury (O),Motor vehicle driver,25,Male
2711,2015,October,19,6:00 AM - 7:00 AM,Monday,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,47,Male
2712,2015,October,19,8:00 PM - 9:00 PM,Monday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,35,Possible injury (C),Motor vehicle driver,,Male
2713,2015,November,19,4:00 PM - 5:00 PM,Thursday,Wayne County: Dearborn Heights,Intersection crash,Not hit-and-run,Daylight,,40,Suspected serious injury (A),Motor vehicle driver,57,Male
2714,2015,November,19,5:00 AM - 6:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,50,Male
2715,2015,December,19,2:00 PM - 3:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,,
2716,2015,January,20,5:00 AM - 6:00 AM,Tuesday,Wayne County: Canton Twp.,Not intersection crash,Hit-and-run,Dark unlighted,,45,Suspected minor injury (B),Motor vehicle driver,28,Male
2717,2015,January,20,5:00 PM - 6:00 PM,Tuesday,Wayne County: Highland Park,Intersection crash,Not hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,27,Female
2718,2015,January,20,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Dark unlighted,,30,Suspected minor injury (B),Motor vehicle driver,62,Female
2719,2015,March,20,3:00 PM - 4:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Suspected minor injury (B),Motor vehicle driver,49,Male
2720,2015,March,20,2:00 AM - 3:00 AM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Suspected serious injury (A),Motor vehicle driver,,
2721,2015,April,20,2:00 PM - 3:00 PM,Monday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,30,No injury (O),Motor vehicle driver,,
2722,2015,May,20,1:00 PM - 2:00 PM,Wednesday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,82,Male
2723,2015,June,20,7:00 PM - 8:00 PM,Saturday,Wayne County: Canton Twp.,Intersection crash,Not hit-and-run,Daylight,,45,Suspected minor injury (B),Motor vehicle driver,16,Male
2724,2015,June,20,8:00 PM - 9:00 PM,Saturday,Wayne County: Westland,Not intersection crash,Hit-and-run,Daylight,,25,Fatal injury (K),Motor vehicle driver,38,Female
2725,2015,June,20,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,28,Female
2726,2015,June,20,11:00 PM - 12:00 midnight,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,,
2727,2015,July,20,3:00 PM - 4:00 PM,Monday,Wayne County: Lincoln Park,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,38,Male
2728,2015,July,20,12:00 noon - 1:00 PM,Monday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,42,Male
2729,2015,August,20,6:00 PM - 7:00 PM,Thursday,Wayne County: Inkster,Not intersection crash,Hit-and-run,Daylight,,40,Suspected minor injury (B),Motor vehicle driver,22,Female
2730,2015,September,20,12:00 midnight - 1:00 AM,Sunday,Wayne County: Redford Twp.,Intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2731,2015,September,20,10:00 PM - 11:00 PM,Sunday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,Suspected minor injury (B),Motor vehicle driver,,Female
2732,2015,October,20,8:00 AM - 9:00 AM,Tuesday,Wayne County: Hamtramck,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,32,Female
2733,2015,October,20,6:00 PM - 7:00 PM,Tuesday,Wayne County: Westland,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,56,Female
2734,2015,October,20,10:00 PM - 11:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2735,2015,November,20,1:00 PM - 2:00 PM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,22,Male
2736,2015,November,20,5:00 PM - 6:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Suspected serious injury (A),Motor vehicle driver,,
2737,2015,November,20,8:00 AM - 9:00 AM,Friday,Wayne County: Detroit,Intersection crash,Hit-and-run,Daylight,,40,Possible injury (C),Motor vehicle driver,,
2738,2015,December,20,9:00 PM - 10:00 PM,Sunday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,21,Female
2739,2015,January,21,7:00 PM - 8:00 PM,Wednesday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,Possible injury (C),Motor vehicle driver,,
2740,2015,February,21,12:00 noon - 1:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,37,Male
2741,2015,February,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,32,Male
2742,2015,February,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,50,Male
2743,2015,February,21,6:00 PM - 7:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,,
2744,2015,February,21,8:00 PM - 9:00 PM,Saturday,Wayne County: Detroit,Intersection crash,Hit-and-run,Dark lighted,,35,Suspected minor injury (B),Motor vehicle driver,,Male
2745,2015,March,21,10:00 PM - 11:00 PM,Saturday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Dark unlighted,,40,Suspected serious injury (A),Motor vehicle driver,53,Female
2746,2015,March,21,7:00 PM - 8:00 PM,Saturday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,,Male
2747,2015,April,21,3:00 PM - 4:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,No injury (O),Motor vehicle driver,27,Female
2748,2015,May,21,2:00 PM - 3:00 PM,Thursday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,40,Male
2749,2015,May,21,10:00 AM - 11:00 AM,Thursday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,35,Possible injury (C),Motor vehicle driver,26,Male
2750,2015,May,21,3:00 AM - 4:00 AM,Thursday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,25,No injury (O),Motor vehicle driver,,
2751,2015,June,21,11:00 AM - 12:00 noon,Sunday,Wayne County: Canton Twp.,Not intersection crash,Not hit-and-run,Daylight,,45,No injury (O),Motor vehicle driver,60,Male
2752,2015,July,21,2:00 AM - 3:00 AM,Tuesday,Wayne County: Hamtramck,Not intersection crash,Hit-and-run,Dark lighted,,25,Suspected serious injury (A),Motor vehicle driver,23,Male
2753,2015,July,21,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,27,Female
2754,2015,July,21,7:00 PM - 8:00 PM,Tuesday,Wayne County: Detroit,Not intersection crash,Not hit-and-run,Daylight,,25,Possible injury (C),Motor vehicle driver,49,Male
2755,2015,August,21,7:00 AM - 8:00 AM,Friday,Wayne County: Detroit,Intersection crash,Not hit-and-run,Daylight,,30,Possible injury (C),Motor vehicle driver,41,Female
2756,2015,August,21,8:00 PM - 9:00 PM,Friday,Wayne County: Detroit,Not intersection crash,Hit-and-run,Dark lighted,,30,Possible injury (C),Motor vehicle driver,,Male
2757,2015,September,21,7:00 PM - 8:00 PM,Monday,Wayne County: Lincoln Park,Not intersection crash,Not hit-and-run,Daylight,,35,Suspected minor injury (B),Motor vehicle driver,45,Female
2758,2015,September,21,3:00 PM - 4:00 PM,Monday,Wayne County: Dearborn,Not intersection crash,Not hit-and-run,Daylight,,25,Suspected minor injury (B),Motor vehicle driver,59,Male
